X,Y,DUSTBIN_ID,SUB_ZONE,CAPACITY,PERMANENT,LOCALITY,WARD_ID,TYPE,LATITUDE,LONGITUDE,TIME_ST,Ward,Zone
699297.8033,2800158.388,D0901,Bhelupur,1.1,Temporary,"Mahmoorganj Road, Shivpurwa, Varanasi 221010, India",W059,Dustbin,25.30469,82.97967,07-06-2018,Raneepur,Bhelupur
700243.1811,2800862.674,D0902,Dashaswamedh,1.1,Temporary,"Rajghat, Varanasi, UP, India",W032,Dustbin,25.31092,82.98916,07-06-2018,Sigra,Dashaswamedh
699558.2412,2800255.31,D0903,Bhelupur,1.1,Temporary,"D59/71C, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30553,82.98227,07-06-2018,Raneepur,Bhelupur
699625.3451,2800416.963,D0904,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30698,82.98296,07-06-2018,Tulsipur,Dashaswamedh
700192.1094,2801182.129,D0905,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31381,82.9887,07-06-2018,Shivpurwa,Dashaswamedh
700394.1976,2801544.124,D0906,Chetganj,1.1,Temporary,"C19/138-4, Naipokhari, Chetganj, Varanasi, Uttar Pradesh 221001, India",W041,Dustbin,25.31705,82.99076,07-06-2018,Lallapura Khurd,Dashaswamedh
701814.7697,2801440.109,D0907,Chowk,1.1,Temporary,"Beniabagh, Varanasi 221001, India",W065,Dustbin,25.31592,83.00485,07-06-2018,Beniya,Kotwali
701817.7572,2801442.37,D0908,Chowk,1.1,Temporary,"Beniabagh, Varanasi 221001, India",W065,Dustbin,25.31594,83.00488,07-06-2018,Beniya,Kotwali
698699.8686,2799930.185,D0909,Bhelupur,1.1,Temporary,"Manduadih Flyover, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30271,82.9737,07-06-2018,Raneepur,Bhelupur
700396.1455,2801548.585,D0910,Chetganj,1.1,Temporary,"C19/135-7, Lallapura Rd, Gulab Bagh Colony, Chetganj, Varanasi, Uttar Pradesh 221001, India",W041,Dustbin,25.31709,82.99078,07-06-2018,Lallapura Khurd,Dashaswamedh
700455.3125,2800413.76,D0911,Bhelupur,1.1,Temporary,"Rathyatra, Varanasi, UP, India",W027,Dustbin,25.30684,82.9912,07-06-2018,Virdopur,Bhelupur
699602.3513,2800269.259,D0912,Bhelupur,1.1,Temporary,"Hyundai Showroom, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30565,82.98271,07-06-2018,Raneepur,Bhelupur
699973.2843,2800997.17,D0913,Dashaswamedh,1.1,Temporary,"Kashi Vidyapeeth, Varanasi, UP, India",W004,Dustbin,25.31217,82.9865,07-06-2018,Shivpurwa,Dashaswamedh
699933.2438,2800844.78,D0914,Dashaswamedh,1.1,Temporary,"D64/52-ER-3, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.3108,82.98608,07-06-2018,Sigra,Dashaswamedh
699708.5491,2800307.395,D0915,Bhelupur,1.1,Temporary,"D59/57, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30598,82.98377,07-06-2018,Raneepur,Bhelupur
701750.9164,2800726.701,D0916,Dashaswamedh,1.1,Temporary,"Model Town Market, Varanasi, UP, India",W077,Dustbin,25.30949,83.00411,07-06-2018,Ramapura,Dashaswamedh
699908.0623,2804578.378,D0917,Sikraul,1.1,Temporary,"Lucknow - Varanasi Rd, DIG Colony, Varanasi, Uttar Pradesh 221102, India",W034,Dustbin,25.3445,82.98638,07-06-2018,Khajuri,Varunapar
698712.2771,2806803.269,D0918,Shivpur,1.1,Temporary,"Nawalpur Rd, Tulsi Vihar Colony, Narayanpur, Varanasi, Uttar Pradesh 221003, India",W006,Dustbin,25.36474,82.97483,07-06-2018,Sarsauli,Varunapar
700486.9262,2800455.226,D0919,Dashaswamedh,1.1,Temporary,"Rath Yatra Chauraha, Rathyatra, Varanasi 221010, India",W032,Dustbin,25.30721,82.99152,07-06-2018,Sigra,Dashaswamedh
704375.5712,2802524.667,D0920,Adampur,1.1,Temporary,"A-13/168, Ghasi Tola, Varanasi, Uttar Pradesh 221001, India",W008,Dustbin,25.32536,83.03044,07-06-2018,Rajghat,Adampur
701265.5195,2802881.178,D0921,Chetganj,1.1,Temporary,"C27/65, Jagatganj, Chaukaghat, Varanasi, Uttar Pradesh 221002, India",W037,Dustbin,25.329,82.99961,07-06-2018,Jagatganj,Dashaswamedh
699409.6036,2805126.096,D0922,Sikraul,1.1,Temporary,"Bindhwasinnagar, Bhojubir, Varanasi, UP, India",W038,Dustbin,25.34951,82.98151,07-06-2018,Dithori Mahal,Varunapar
701734.3237,2802104.822,D0923,Chetganj,1.1,Temporary,"C6/89, Piplani Katra, Chetganj, Varanasi, Uttar Pradesh 221001, India",W028,Dustbin,25.32193,83.00415,07-06-2018,Chetganj,Dashaswamedh
703926.3154,2802997.639,D0924,Adampur,1.1,Temporary,"A36/49A2, Golgadda Rd, Ganga Nagar Colony, Aalampura, Varanasi, Uttar Pradesh 221001, India",W008,Dustbin,25.32969,83.02605,07-06-2018,Rajghat,Adampur
699111.3556,2800098.019,D0925,Bhelupur,1.1,Temporary,"D63/7A-4, Mahmoorganj Rd, Shivaji Nagar Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30417,82.97781,07-06-2018,Raneepur,Bhelupur
700442.2441,2801970.313,D0926,Chetganj,1.1,Temporary,"Chetganj Road, Badshahbag Colony, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W041,Dustbin,25.32089,82.9913,07-06-2018,Lallapura Khurd,Dashaswamedh
700520.3511,2800374.839,D0927,Bhelupur,1.1,Temporary,"Rath Yatra Chauraha, Vinayaka, Varanasi 221010, India",W027,Dustbin,25.30648,82.99184,07-06-2018,Virdopur,Bhelupur
700293.5559,2804384.665,D0928,Sikraul,1.1,Temporary,"S8/120A8, Maqbool Alam Rd, Khajuri Colony, Varanasi, Uttar Pradesh 221002, India",W034,Dustbin,25.3427,82.99018,07-06-2018,Khajuri,Varunapar
699413.6794,2800223.256,D0929,Dashaswamedh,1.1,Temporary,"Sigra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30526,82.98083,07-06-2018,Tulsipur,Dashaswamedh
701474.4011,2799212.35,D0930,Bhelupur,1.1,Temporary,"Ravindra Puri Colony, Varanasi, UP, India",W014,Dustbin,25.29586,83.00114,07-06-2018,Nawabganj,Bhelupur
700446.0852,2800424.703,D0931,Dashaswamedh,1.1,Temporary,"Rathyatra, Varanasi, UP, India",W032,Dustbin,25.30694,82.99111,07-06-2018,Sigra,Dashaswamedh
700201.4254,2801300.824,D0932,Chetganj,1.1,Temporary,"D 64/149 C, Vidyapeeth Rd, Madhopur, Sigra, Varanasi, Uttar Pradesh 221001, India",W002,Dustbin,25.31488,82.98881,07-06-2018,Chhittupur,Dashaswamedh
699620.4578,2800406.919,D0933,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30689,82.98291,07-06-2018,Tulsipur,Dashaswamedh
699233.6021,2800140.82,D0934,Bhelupur,1.1,Temporary,"D63/7A-4, Mahmoorganj Rd, Shivaji Nagar Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30454,82.97903,07-06-2018,Raneepur,Bhelupur
701397.986,2799675.465,D0935,Bhelupur,1.1,Temporary,"Bhu Road, Madanpura, Varanasi 221001, India",W045,Dustbin,25.30005,83.00045,07-06-2018,Bhelupur,Bhelupur
699691.5126,2800301.603,D0936,Bhelupur,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30593,82.9836,13-06-2018,Raneepur,Bhelupur
699694.5171,2800302.755,D0937,Bhelupur,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30594,82.98363,13-06-2018,Raneepur,Bhelupur
699991.1225,2801152.554,D0938,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31357,82.9867,13-06-2018,Shivpurwa,Dashaswamedh
701401.5621,2799233.422,D0939,Bhelupur,1.1,Temporary,"Bhelupur, Varanasi, UP, India",W014,Dustbin,25.29606,83.00042,13-06-2018,Nawabganj,Bhelupur
700027.7943,2800581.369,D0940,Dashaswamedh,1.1,Temporary,"Smith School Rd, Sampoornanand Nagar Colony, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30841,82.98698,13-06-2018,Sigra,Dashaswamedh
700235.1421,2800861.447,D0941,Dashaswamedh,1.1,Temporary,"Rajghat, Varanasi, UP, India",W032,Dustbin,25.31091,82.98908,13-06-2018,Sigra,Dashaswamedh
699954.6603,2801166.418,D0942,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3137,82.98634,13-06-2018,Shivpurwa,Dashaswamedh
700201.4254,2801300.824,D0943,Chetganj,1.1,Temporary,"D 64/149 C, Vidyapeeth Rd, Madhopur, Sigra, Varanasi, Uttar Pradesh 221001, India",W002,Dustbin,25.31488,82.98881,13-06-2018,Chhittupur,Dashaswamedh
698194.8433,2797831.986,D0944,Nagwa,1.1,Temporary,"Bank Colony, Varanasi, UP, India",W059,Dustbin,25.28384,82.96838,13-06-2018,Raneepur,Bhelupur
699951.7053,2801161.942,D0945,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31366,82.98631,13-06-2018,Shivpurwa,Dashaswamedh
700392.9931,2801557.402,D0946,Chetganj,1.1,Temporary,"C19/135-7, Lallapura Rd, Gulab Bagh Colony, Chetganj, Varanasi, Uttar Pradesh 221001, India",W041,Dustbin,25.31717,82.99075,13-06-2018,Lallapura Khurd,Dashaswamedh
699850.7684,2801177.065,D0947,Dashaswamedh,1.1,Temporary,"Rupapur, Varanasi Sub-District, UP, India",W004,Dustbin,25.31381,82.98531,13-06-2018,Shivpurwa,Dashaswamedh
700258.246,2801068.987,D0948,Dashaswamedh,1.1,Temporary,"M-3/1, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.31278,82.98934,13-06-2018,Sigra,Dashaswamedh
699929.2741,2801180.445,D0949,Dashaswamedh,1.1,Temporary,"Chhittupura, Varanasi, Uttar Pradesh, India",W004,Dustbin,25.31383,82.98609,13-06-2018,Shivpurwa,Dashaswamedh
700198.6186,2801286.378,D0950,Chetganj,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W002,Dustbin,25.31475,82.98878,13-06-2018,Chhittupur,Dashaswamedh
699805.2674,2800305.503,D0951,Bhelupur,1.1,Temporary,"D59/47, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W059,Dustbin,25.30595,82.98473,13-06-2018,Raneepur,Bhelupur
700909.254,2803744.542,D0952,Sikraul,1.1,Temporary,"S10/155-2B4, Sanskrit University Rd, Geeta Nagar, Hakul Ganj, Varanasi, Uttar Pradesh 221001, India",W005,Dustbin,25.33684,82.9962,13-06-2018,Hukulganj,Varunapar
700206.4963,2801366.271,D0953,Chetganj,1.1,Temporary,"D 64/149 C, Vidyapeeth Rd, Madhopur, Sigra, Varanasi, Uttar Pradesh 221001, India",W002,Dustbin,25.31547,82.98887,13-06-2018,Chhittupur,Dashaswamedh
700049.1977,2800971.703,D0954,Dashaswamedh,1.1,Temporary,"Kashi Vidyapeeth, Varanasi, UP, India",W004,Dustbin,25.31193,82.98725,13-06-2018,Shivpurwa,Dashaswamedh
698760.6749,2799973.184,D0955,Dashaswamedh,1.1,Temporary,"Siddha Complex, Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30309,82.97431,13-06-2018,Tulsipur,Dashaswamedh
700446.0903,2801982.558,D0956,Chetganj,1.1,Temporary,"Chetganj Road, Badshahbag Colony, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W041,Dustbin,25.321,82.99134,13-06-2018,Lallapura Khurd,Dashaswamedh
698359.2931,2798637.691,D0957,Nagwa,1.1,Temporary,"DLW Rd, Jjanki Nagar, Varanasi, Uttar Pradesh 221004, India",W059,Dustbin,25.29109,82.97013,13-06-2018,Raneepur,Bhelupur
699874.8177,2796900.55,D0958,Nagwa,1.1,Temporary,"Bhu, Varanasi, UP, India",W031,Dustbin,25.27521,82.98492,13-06-2018,Naria,Bhelupur
700442.2276,2801971.42,D0959,Chetganj,1.1,Temporary,"Chetganj Road, Badshahbag Colony, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W041,Dustbin,25.3209,82.9913,13-06-2018,Lallapura Khurd,Dashaswamedh
701818.7641,2801442.385,D0960,Chowk,1.1,Temporary,"Beniabagh, Varanasi 221001, India",W065,Dustbin,25.31594,83.00489,13-06-2018,Beniya,Kotwali
699952.7451,2801159.741,D0961,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31364,82.98632,13-06-2018,Shivpurwa,Dashaswamedh
698716.6121,2799955.915,D0962,Dashaswamedh,1.1,Temporary,"Manduadih Flyover, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W019,Dustbin,25.30294,82.97387,13-06-2018,Tulsipur,Dashaswamedh
701892.2391,2800436.3,D0963,Dashaswamedh,1.1,Temporary,"Rewari Talab, Varanasi, UP, India",W069,Dustbin,25.30685,83.00547,13-06-2018,Jangambadi,Dashaswamedh
699690.4072,2800308.234,D0964,Dashaswamedh,1.1,Temporary,"D59/60, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30599,82.98359,13-06-2018,Sigra,Dashaswamedh
699826.2032,2801135.705,D0965,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31344,82.98506,13-06-2018,Shivpurwa,Dashaswamedh
700192.1094,2801182.129,D0966,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31381,82.9887,13-06-2018,Shivpurwa,Dashaswamedh
703952.9614,2802967.017,D0967,Adampur,1.1,Temporary,"A18/53, Golgadda Rd, Ganga Nagar Colony, Aalampura, Varanasi, Uttar Pradesh 221001, India",W008,Dustbin,25.32941,83.02631,13-06-2018,Rajghat,Adampur
699823.5928,2801107.967,D0968,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31319,82.98503,13-06-2018,Shivpurwa,Dashaswamedh
700488.3283,2800428.655,D0969,Dashaswamedh,1.1,Temporary,"B 37/119 C- 1, Sobnath Dhirendra Complex, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30697,82.99153,13-06-2018,Sigra,Dashaswamedh
700004.048,2801163.826,D0970,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31367,82.98683,13-06-2018,Shivpurwa,Dashaswamedh
699855.6554,2800983.238,D0971,Dashaswamedh,1.1,Temporary,"D59/143-17, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31206,82.98533,13-06-2018,Shivpurwa,Dashaswamedh
699892.9607,2800980.467,D0972,Dashaswamedh,1.1,Temporary,"Lahurabeer, Varanasi, UP, India",W004,Dustbin,25.31203,82.9857,13-06-2018,Shivpurwa,Dashaswamedh
700983.243,2800200.015,D0973,Bhelupur,1.1,Temporary,"Kamachha Tiraha, Guru Bagh, Kamachha, Varanasi 221010, India",W027,Dustbin,25.30484,82.99641,13-06-2018,Virdopur,Bhelupur
700177.6103,2801683.839,D0974,Chetganj,1.1,Temporary,"Ghanti Mill Chauraha, Sigra, Varanasi 221010, India",W041,Dustbin,25.31834,82.98863,13-06-2018,Lallapura Khurd,Dashaswamedh
700134.3052,2800937.51,D0975,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Sigra, Varanasi, Uttar Pradesh 221001, India",W004,Dustbin,25.31161,82.98809,13-06-2018,Shivpurwa,Dashaswamedh
699311.6555,2800175.213,D0976,Dashaswamedh,1.1,Temporary,"Mahmoorganj Road, Shivpurwa, Varanasi 221010, India",W019,Dustbin,25.30484,82.97981,13-06-2018,Tulsipur,Dashaswamedh
700321.0381,2801452.181,D0977,Chetganj,1.1,Temporary,"M4/34, Shastri Nagar, Guru Nanak Nagar Colony, Sigra, Varanasi, Uttar Pradesh 221002, India",W041,Dustbin,25.31623,82.99002,13-06-2018,Lallapura Khurd,Dashaswamedh
700239.0711,2800868.153,D0978,Dashaswamedh,1.1,Temporary,"Rajghat, Varanasi, UP, India",W032,Dustbin,25.31097,82.98912,13-06-2018,Sigra,Dashaswamedh
699824.1729,2801136.783,D0979,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31345,82.98504,13-06-2018,Shivpurwa,Dashaswamedh
700195.0479,2801187.713,D0980,Dashaswamedh,1.1,Temporary,"Sigra Chauraha Rd, Chhittupura, Chetganj, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31386,82.98873,13-06-2018,Shivpurwa,Dashaswamedh
699968.6913,2801171.058,D0981,Chetganj,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W002,Dustbin,25.31374,82.98648,13-06-2018,Chhittupur,Dashaswamedh
700997.539,2800389.697,D0982,Dashaswamedh,1.1,Temporary,"Gurubagh Road, Guru Bagh, Kamachha, Varanasi 221010, India",W077,Dustbin,25.30655,82.99658,13-06-2018,Ramapura,Dashaswamedh
699825.3112,2801127.936,D0983,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31337,82.98505,13-06-2018,Shivpurwa,Dashaswamedh
700960.1246,2804181.857,D0984,Sikraul,1.1,Temporary,"S 10/271-M-K Varuna Nagar Colony, Hukulganz, Khajuri Colony, Varanasi, Uttar Pradesh 221001, India",W005,Dustbin,25.34078,82.99677,13-06-2018,Hukulganj,Varunapar
699906.8769,2800992.861,D0985,Dashaswamedh,1.1,Temporary,"D59/143/A-3, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31214,82.98584,13-06-2018,Shivpurwa,Dashaswamedh
698370.5618,2798761.951,D0986,Nagwa,1.1,Temporary,"Manduwadih Rd, Jjanki Nagar, Varanasi, Uttar Pradesh 221004, India",W059,Dustbin,25.29221,82.97026,13-06-2018,Raneepur,Bhelupur
701270.8984,2802925.579,D0987,Chetganj,1.1,Temporary,"J12/127, Jagatganj, Chaukaghat, Varanasi, Uttar Pradesh 221002, India",W037,Dustbin,25.3294,82.99967,13-06-2018,Jagatganj,Dashaswamedh
700451.3425,2802103.409,D0988,Chetganj,1.1,Temporary,"Chetganj Road, Badshahbag Colony, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W024,Dustbin,25.32209,82.99141,13-06-2018,Habibpura,Dashaswamedh
699806.1267,2800315.488,D0989,Dashaswamedh,1.1,Temporary,"D59/47, Rathyatra - Mahmoorganj Rd, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30604,82.98474,13-06-2018,Sigra,Dashaswamedh
699333.1298,2801107.355,D0990,Dashaswamedh,1.1,Temporary,"Bapu Navoday Inter College, Varanasi, UP, India",W032,Dustbin,25.31325,82.98016,13-06-2018,Sigra,Dashaswamedh
700006.1682,2804548.81,D0991,Sikraul,1.1,Temporary,"Lucknow - Varanasi Rd, DIG Colony, Varanasi, Uttar Pradesh 221102, India",W034,Dustbin,25.34422,82.98735,13-06-2018,Khajuri,Varunapar
699975.7561,2801170.054,D0992,Chetganj,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W002,Dustbin,25.31373,82.98655,13-06-2018,Chhittupur,Dashaswamedh
698647.2363,2799810.855,D0993,Bhelupur,1.1,Temporary,"Manduadih, Varanasi, UP, India",W059,Dustbin,25.30164,82.97316,13-06-2018,Raneepur,Bhelupur
701111.3975,2799305.547,D0994,Bhelupur,1.1,Temporary,"Sarnath, Varanasi, UP, India",W045,Dustbin,25.29675,82.99755,13-06-2018,Bhelupur,Bhelupur
699856.6952,2800981.037,D0995,Dashaswamedh,1.1,Temporary,"D59/143-17, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31204,82.98534,13-06-2018,Shivpurwa,Dashaswamedh
699849.6958,2801181.481,D0996,Dashaswamedh,1.1,Temporary,"Rupapur, Varanasi Sub-District, UP, India",W004,Dustbin,25.31385,82.9853,13-06-2018,Shivpurwa,Dashaswamedh
699965.7527,2801165.474,D0997,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31369,82.98645,13-06-2018,Shivpurwa,Dashaswamedh
700450.3192,2802104.501,D0998,Chetganj,1.1,Temporary,"Chetganj Road, Badshahbag Colony, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W024,Dustbin,25.3221,82.9914,13-06-2018,Habibpura,Dashaswamedh
700396.0302,2801556.34,D0999,Chetganj,1.1,Temporary,"C19/135-7, Lallapura Rd, Gulab Bagh Colony, Chetganj, Varanasi, Uttar Pradesh 221001, India",W041,Dustbin,25.31716,82.99078,13-06-2018,Lallapura Khurd,Dashaswamedh
700038.6736,2800594.827,D1000,Dashaswamedh,1.1,Temporary,"Smith School Rd, Sampoornanand Nagar Colony, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.30853,82.98709,15-06-2018,Sigra,Dashaswamedh
701462.4853,2799673.103,D1001,Bhelupur,1.1,Temporary,"Sonarpura, Varanasi, UP, India",W045,Dustbin,25.30002,83.00109,15-06-2018,Bhelupur,Bhelupur
699969.7146,2801169.965,D1002,Chetganj,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W002,Dustbin,25.31373,82.98649,15-06-2018,Chhittupur,Dashaswamedh
700443.1027,2801980.297,D1003,Chetganj,1.1,Temporary,"Chetganj Road, Badshahbag Colony, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India",W041,Dustbin,25.32098,82.99131,15-06-2018,Lallapura Khurd,Dashaswamedh
698564.1989,2807218.799,D1004,Sikraul,1.1,Temporary,"Sindhora Road, Varanasi, UP 221007",W006,Dustbin,25.36851,82.97342,15-06-2018,Sarsauli,Varunapar
699854.796,2801177.125,D1005,Dashaswamedh,1.1,Temporary,"Rupapur, Varanasi Sub-District, UP, India",W004,Dustbin,25.31381,82.98535,15-06-2018,Shivpurwa,Dashaswamedh
699854.6321,2800984.33,D1006,Dashaswamedh,1.1,Temporary,"D59/143-17, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31207,82.98532,15-06-2018,Shivpurwa,Dashaswamedh
699955.6179,2801169.756,D1007,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31373,82.98635,15-06-2018,Shivpurwa,Dashaswamedh
698098.323,2797201.234,D1008,Nagwa,1.1,Temporary,"M7/1-D-1C, M7/1-D-1C, Chunar Rd, Central market DLW, Newada, Varanasi, Uttar Pradesh 221005, India",W059,Dustbin,25.27816,82.96733,15-06-2018,Raneepur,Bhelupur
699623.4623,2800408.071,D1009,Dashaswamedh,1.1,Temporary,"D59/76B-1, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India",W032,Dustbin,25.3069,82.98294,15-06-2018,Sigra,Dashaswamedh
699956.6413,2801168.663,D1010,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31372,82.98636,15-06-2018,Shivpurwa,Dashaswamedh
701812.7329,2799960.881,D1011,Dashaswamedh,1.1,Temporary,"Bhu Road, Madanpura, Varanasi 221001, India",W051,Dustbin,25.30257,83.00461,15-06-2018,Pandey Haweli,Dashaswamedh
699957.681,2801166.462,D1012,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.3137,82.98637,15-06-2018,Shivpurwa,Dashaswamedh
699818.4926,2801112.323,D1013,Dashaswamedh,1.1,Temporary,"C33/360-A-8, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31323,82.98498,15-06-2018,Shivpurwa,Dashaswamedh
700017.0392,2801170.667,D1014,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221002, India",W004,Dustbin,25.31373,82.98696,15-06-2018,Shivpurwa,Dashaswamedh
700210.3135,2801448.32,D1015,Chetganj,1.1,Temporary,"Sajan Tiraha, Sigra, Varanasi 221010, India",W041,Dustbin,25.31621,82.98892,15-06-2018,Lallapura Khurd,Dashaswamedh
698342.7402,2798667.363,D1016,Nagwa,1.1,Temporary,"Manduwadih Rd, Jjanki Nagar, Varanasi, Uttar Pradesh 221005, India",W059,Dustbin,25.29136,82.96997,15-06-2018,Raneepur,Bhelupur
699464.4724,2804140.786,D1017,Sikraul,1.1,Temporary,"Varanasi 221001, India",W020,Dustbin,25.34061,82.98191,15-06-2018,Raja Bazar,Varunapar
698878.1722,2805863.919,D1018,Shivpur,1.1,Temporary,"C-1/119-C-1, Sindhora Rd, Narayanpur, Varanasi, Uttar Pradesh 221003, India",W017,Dustbin,25.35624,82.97634,15-06-2018,Narayanpur,Varunapar
699955.6837,2801165.325,D1019,Dashaswamedh,1.1,Temporary,"Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India",W004,Dustbin,25.31369,82.98635,15-06-2018,Shivpurwa,Dashaswamedh
700427.5868,2800585.089,D1020,Dashaswamedh,1.1,Temporary,"Chittanpura, Varanasi, UP, India",W032,Dustbin,25.30839,82.99095,15-06-2018,Sigra,Dashaswamedh
699829.8204,2801163.459,D1021,Dashaswamedh,1.1,Temporary,"Rupapur, Varanasi Sub-District, UP, India",W004,Dustbin,25.31369,82.9851,15-06-2018,Shivpurwa,Dashaswamedh
701023.0321,2798340.266,D1022,Bhelupur,1.1,Temporary,"Jawahar Nagar Colony, Bhelupur, Varanasi, UP, India",W014,Dustbin,25.28805,82.99653,15-06-2018,Nawabganj,Bhelupur
